created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2019-11-21 16:54:29 +08,1045,30.30,72.10,2.83,20,"100

",,,,
2019-11-21 16:55:30 +08,1046,30.30,72.30,3.52,20,"100

",,,,
2019-11-21 16:56:31 +08,1047,30.30,72.40,2.83,20,"100

",,,,
2019-11-21 16:57:33 +08,1048,30.30,72.70,2.83,20,"100

",,,,
2019-11-21 16:58:34 +08,1049,30.30,72.70,2.74,20,"100

",,,,
2019-11-21 17:00:37 +08,1050,30.30,72.60,2.83,20,"100

",,,,
2019-11-21 17:01:38 +08,1051,30.30,72.70,2.83,20,"100

",,,,
2019-11-21 17:02:39 +08,1052,30.30,72.70,2.83,20,"100

",,,,
2019-11-21 17:05:47 +08,1053,30.30,72.50,2.83,20,"100

",,,,
2019-11-21 17:06:49 +08,1054,30.40,72.60,2.83,20,"100

",,,,
2019-11-21 17:07:51 +08,1055,30.40,72.80,3.52,20,"100

",,,,
2019-11-21 17:09:54 +08,1056,30.40,72.70,2.74,20,"100

",,,,
2019-11-21 17:10:55 +08,1057,30.40,72.40,2.83,20,"100

",,,,
2019-11-21 17:12:57 +08,1058,30.40,72.30,2.83,20,"100

",,,,
2019-11-21 17:13:59 +08,1059,30.40,72.30,2.83,20,"100

",,,,
2019-11-21 17:15:00 +08,1060,30.40,72.20,2.83,20,"100

",,,,
2019-11-21 17:16:02 +08,1061,30.40,72.20,2.83,20,"100

",,,,
2019-11-21 17:18:04 +08,1062,30.40,72.30,2.05,4,"20

",,,,
2019-11-21 17:20:07 +08,1063,30.40,72.40,2.05,4,"20

",,,,
2019-11-21 17:21:11 +08,1064,30.40,72.40,2.83,4,"20

",,,,
2019-11-21 17:22:12 +08,1065,30.40,72.40,2.05,4,"20

",,,,
2019-11-21 17:23:18 +08,1066,30.40,72.50,2.05,4,"20

",,,,
2019-11-21 17:24:19 +08,1067,30.50,72.70,2.05,4,"20

",,,,
2019-11-21 17:26:22 +08,1068,30.40,72.90,2.05,4,"20

",,,,
2019-11-21 17:27:23 +08,1069,30.50,72.90,2.05,4,"20

",,,,
2019-11-21 17:28:28 +08,1070,30.50,72.90,2.83,4,"20

",,,,
2019-11-21 17:30:30 +08,1071,30.50,72.60,2.05,4,"20

",,,,
2019-11-21 17:31:31 +08,1072,30.50,70.20,2.05,4,"20

",,,,
2019-11-21 17:33:34 +08,1073,30.40,69.10,2.05,4,"20

",,,,
2019-11-21 17:34:35 +08,1074,30.40,69.20,2.83,8,"40

",,,,
2019-11-21 17:35:37 +08,1075,30.30,69.10,2.05,11,"50

",,,,
2019-11-21 17:36:38 +08,1076,30.30,68.90,2.05,11,"50

",,,,
2019-11-21 17:37:42 +08,1077,30.30,68.30,2.05,11,"50

",,,,
2019-11-21 17:39:45 +08,1078,30.30,68.50,2.05,11,"50

",,,,
2019-11-21 17:40:46 +08,1079,30.30,68.80,2.05,11,"50

",,,,
2019-11-21 17:41:47 +08,1080,30.20,68.90,2.05,11,"50

",,,,
2019-11-21 17:43:50 +08,1081,30.20,69.30,2.05,11,"50

",,,,
2019-11-21 17:44:51 +08,1082,30.20,69.40,2.05,11,"50

",,,,
2019-11-21 17:45:52 +08,1083,30.20,69.60,2.05,11,"50

",,,,
2019-11-21 17:46:54 +08,1084,30.20,69.90,2.05,11,"50

",,,,
2019-11-21 17:48:56 +08,1085,30.20,69.90,2.05,11,"50

",,,,
2019-11-21 17:49:58 +08,1086,30.10,69.60,2.05,11,"50

",,,,
2019-11-21 17:50:59 +08,1087,30.10,69.20,2.05,11,"50

",,,,
2019-11-21 17:52:01 +08,1088,30.10,68.60,2.74,11,"50

",,,,
2019-11-21 17:53:02 +08,1089,30.10,68.60,2.05,11,"50

",,,,
2019-11-21 17:54:03 +08,1090,30.10,68.50,2.05,11,"50

",,,,
2019-11-21 17:55:06 +08,1091,30.10,68.40,2.05,11,"50

",,,,
2019-11-21 17:56:07 +08,1092,30.10,68.40,2.05,11,"50

",,,,
2019-11-21 17:58:10 +08,1093,30.10,69.00,2.05,11,"50

",,,,
2019-11-21 17:59:11 +08,1094,30.10,69.30,2.05,11,"50

",,,,
2019-11-21 18:00:12 +08,1095,30.10,69.40,2.05,11,"50

",,,,
2019-11-21 18:03:20 +08,1096,30.10,70.10,2.05,11,"50

",,,,
2019-11-21 18:04:21 +08,1097,30.10,70.50,2.05,11,"50

",,,,
2019-11-21 18:06:24 +08,1098,30.10,70.80,2.05,11,"50

",,,,
2019-11-21 18:07:25 +08,1099,30.10,70.80,2.05,11,"50

",,,,
2019-11-21 18:08:27 +08,1100,30.10,70.90,2.05,11,"50

",,,,
2019-11-21 18:11:32 +08,1101,30.10,71.20,2.05,11,"50

",,,,
2019-11-21 18:12:36 +08,1102,30.10,71.30,2.05,11,"50

",,,,
2019-11-21 18:13:42 +08,1103,30.10,71.50,2.05,11,"50

",,,,
2019-11-21 18:15:44 +08,1104,30.20,71.50,2.05,11,"50

",,,,
2019-11-21 18:16:46 +08,1105,30.20,71.50,2.05,11,"50

",,,,
2019-11-21 18:17:47 +08,1106,30.10,71.50,2.05,11,"50

",,,,
2019-11-21 18:19:50 +08,1107,30.20,71.80,2.05,11,"50

",,,,
2019-11-21 18:20:54 +08,1108,30.20,71.90,2.05,11,"50

",,,,
2019-11-21 18:30:20 +08,1109,30.20,72.50,2.05,11,"50

",,,,
2019-11-21 18:31:25 +08,1110,30.20,72.60,2.83,11,"50

",,,,
2019-11-21 18:32:27 +08,1111,30.20,72.60,2.05,11,"50

",,,,
2019-11-21 18:33:31 +08,1112,30.30,72.60,2.05,11,"50

",,,,
2019-11-21 18:41:53 +08,1113,30.30,71.40,2.05,11,"50

",,,,
2019-11-21 18:48:02 +08,1114,30.10,71.80,2.05,11,"50

",,,,
2019-11-21 18:51:06 +08,1115,30.10,74.30,2.05,11,"50

",,,,
2019-11-21 18:52:07 +08,1116,30.10,74.40,2.05,11,"50

",,,,
2019-11-21 18:54:10 +08,1117,30.10,74.50,2.05,11,"50

",,,,
2019-11-21 18:55:17 +08,1118,30.10,74.70,2.05,11,"50

",,,,
2019-11-21 18:58:20 +08,1119,30.10,75.00,2.05,11,"50

",,,,
2019-11-21 18:59:21 +08,1120,30.10,74.90,2.05,11,"50

",,,,
2019-11-21 19:01:24 +08,1121,30.10,74.90,2.05,11,"50

",,,,
2019-11-21 19:07:32 +08,1122,30.20,76.60,2.05,11,"50

",,,,
2019-11-21 19:08:34 +08,1123,30.20,76.40,2.05,11,"50

",,,,
2019-11-21 19:09:35 +08,1124,30.20,76.40,2.05,11,"50

",,,,
2019-11-21 19:10:36 +08,1125,30.20,77.00,2.05,11,"50

",,,,
2019-11-21 19:13:43 +08,1126,30.20,77.60,2.83,11,"50

",,,,
2019-11-21 19:16:47 +08,1127,30.30,77.70,2.83,11,"50

",,,,
2019-11-21 19:17:48 +08,1128,30.30,77.70,2.05,11,"50

",,,,
2019-11-21 19:19:51 +08,1129,30.30,78.20,2.05,11,"50

",,,,
2019-11-21 19:21:54 +08,1130,30.30,78.20,2.83,11,"50

",,,,
2019-11-21 19:23:56 +08,1131,30.30,78.40,2.05,11,"50

",,,,
2019-11-21 19:24:58 +08,1132,30.30,78.30,2.05,11,"50

",,,,
2019-11-21 19:25:59 +08,1133,30.30,78.30,2.83,11,"50

",,,,
2019-11-21 19:27:01 +08,1134,30.30,78.30,2.05,11,"50

",,,,
2019-11-21 19:28:02 +08,1135,30.30,78.30,2.05,11,"50

",,,,
2019-11-21 19:29:04 +08,1136,30.30,78.40,2.05,11,"50

",,,,
2019-11-21 19:31:09 +08,1137,30.30,78.30,2.05,11,"50

",,,,
2019-11-21 19:32:11 +08,1138,30.30,78.60,2.05,11,"50

",,,,
2019-11-21 19:33:12 +08,1139,30.20,78.20,2.05,11,"50

",,,,
2019-11-21 19:37:19 +08,1140,30.20,76.40,2.05,11,"50

",,,,
2019-11-21 19:39:26 +08,1141,30.20,76.70,2.05,11,"50

",,,,
2019-11-21 19:40:30 +08,1142,30.20,76.90,2.05,11,"50

",,,,
2019-11-21 19:43:37 +08,1143,30.20,76.80,2.05,21,"100

",,,,
2019-11-21 19:44:39 +08,1144,30.20,76.80,2.05,21,"100

",,,,
2019-11-21 19:45:41 +08,1145,30.20,76.90,2.83,21,"100

",,,,
2019-11-21 19:46:42 +08,1146,30.20,76.90,2.05,21,"100

",,,,
2019-11-21 19:47:46 +08,1147,30.30,77.10,2.05,21,"100

",,,,
2019-11-21 19:48:48 +08,1148,30.30,77.10,2.05,21,"100

",,,,
2019-11-21 19:49:49 +08,1149,30.30,77.10,2.05,21,"100

",,,,
2019-11-21 19:52:57 +08,1150,30.40,77.10,2.05,21,"100

",,,,
2019-11-21 19:53:58 +08,1151,30.40,77.00,2.05,21,"100

",,,,
2019-11-21 19:57:02 +08,1152,30.40,76.90,2.05,21,"100

",,,,
2019-11-21 20:01:11 +08,1153,30.50,77.10,2.05,21,"100

",,,,
2019-11-21 20:04:15 +08,1154,30.50,77.30,2.05,21,"100

",,,,
2019-11-21 20:06:19 +08,1155,30.50,77.20,2.05,21,"100

",,,,
2019-11-21 20:07:20 +08,1156,30.50,77.30,2.05,21,"100

",,,,
2019-11-21 20:08:22 +08,1157,30.50,77.30,2.05,21,"100

",,,,
2019-11-21 20:10:25 +08,1158,30.50,77.20,2.05,21,"100

",,,,
2019-11-21 20:14:29 +08,1159,30.50,77.20,2.15,21,"100

",,,,
2019-11-21 20:16:32 +08,1160,30.50,77.50,2.15,21,"100

",,,,
2019-11-21 20:17:33 +08,1161,30.50,77.50,2.05,21,"100

",,,,
2019-11-21 20:18:35 +08,1162,30.50,77.70,2.83,21,"100

",,,,
2019-11-21 20:20:37 +08,1163,30.50,77.70,2.15,21,"100

",,,,
2019-11-21 20:26:51 +08,1164,30.50,78.10,2.05,21,"100

",,,,
2019-11-21 20:28:54 +08,1165,30.60,78.20,2.15,21,"100

",,,,
2019-11-21 20:31:58 +08,1166,30.60,78.20,2.83,21,"100

",,,,
2019-11-21 20:32:59 +08,1167,30.60,78.20,2.15,21,"100

",,,,
2019-11-21 20:34:00 +08,1168,30.60,78.10,2.15,21,"100

",,,,
2019-11-21 20:36:03 +08,1169,30.60,78.20,2.15,21,"100

",,,,
2019-11-21 20:38:10 +08,1170,30.60,78.20,2.15,21,"100

",,,,
2019-11-21 20:40:13 +08,1171,30.50,78.10,2.15,21,"100

",,,,
2019-11-21 20:41:14 +08,1172,30.50,78.30,2.15,21,"100

",,,,
2019-11-21 20:46:21 +08,1173,30.60,78.50,2.15,21,"100

",,,,
2019-11-21 20:47:23 +08,1174,30.60,78.20,2.15,21,"100

",,,,
2019-11-21 20:48:24 +08,1175,30.60,78.00,2.15,21,"100

",,,,
2019-11-21 20:49:25 +08,1176,30.60,78.20,2.15,21,"100

",,,,
2019-11-21 20:51:00 +08,1177,30.50,76.20,2.15,21,"100

",,,,
2019-11-21 20:52:01 +08,1178,30.50,77.70,2.15,21,"100

",,,,
2019-11-21 20:54:47 +08,1179,30.50,77.40,2.15,12,"60

",,,,
2019-11-21 20:56:51 +08,1180,30.40,77.10,2.05,16,"80

",,,,
2019-11-21 20:58:55 +08,1181,30.40,77.40,2.15,16,"80

",,,,
2019-11-21 21:00:57 +08,1182,30.30,77.50,2.15,16,"80

",,,,
2019-11-21 21:07:05 +08,1183,30.30,78.00,2.15,16,"80

",,,,
2019-11-21 21:09:10 +08,1184,30.30,78.00,2.15,16,"80

",,,,
2019-11-21 21:10:11 +08,1185,30.30,78.10,2.05,16,"80

",,,,
2019-11-21 21:11:13 +08,1186,30.40,78.30,2.05,16,"80

",,,,
2019-11-21 21:12:14 +08,1187,30.40,78.40,2.15,16,"80

",,,,
2019-11-21 21:15:17 +08,1188,30.40,78.50,2.15,20,"100

",,,,
2019-11-21 21:16:19 +08,1189,30.40,78.80,2.15,20,"100

",,,,
2019-11-21 21:17:20 +08,1190,30.40,78.50,2.83,20,"100

",,,,
2019-11-21 21:18:21 +08,1191,30.40,78.30,2.15,20,"100

",,,,
2019-11-21 21:19:25 +08,1192,30.40,78.30,2.15,20,"100

",,,,
2019-11-21 21:20:27 +08,1193,30.40,78.30,2.15,20,"100

",,,,
2019-11-21 21:22:29 +08,1194,30.50,78.00,2.15,20,"100

",,,,
2019-11-21 21:24:32 +08,1195,30.50,78.00,2.15,20,"100

",,,,
2019-11-21 21:25:33 +08,1196,30.50,77.90,2.15,20,"100

",,,,
2019-11-21 21:27:35 +08,1197,30.40,77.20,2.15,20,"100

",,,,
2019-11-21 21:28:37 +08,1198,30.30,77.10,2.15,20,"100

",,,,
2019-11-21 21:29:38 +08,1199,30.20,77.50,2.15,20,"100

",,,,
2019-11-21 21:31:40 +08,1200,30.20,78.00,2.15,20,"100

",,,,
2019-11-21 21:32:42 +08,1201,30.20,78.00,2.05,20,"100

",,,,
2019-11-21 21:33:43 +08,1202,30.30,78.00,2.05,20,"100

",,,,
2019-11-21 21:34:44 +08,1203,30.30,77.80,2.15,20,"100

",,,,
2019-11-21 21:35:46 +08,1204,30.30,77.50,2.15,20,"100

",,,,
2019-11-21 21:38:50 +08,1205,30.30,77.30,2.15,20,"100

",,,,
2019-11-21 21:39:51 +08,1206,30.30,77.40,2.15,20,"100

",,,,
2019-11-21 21:40:52 +08,1207,30.40,77.50,2.15,20,"100

",,,,
2019-11-21 21:41:53 +08,1208,30.40,77.40,2.15,20,"100

",,,,
2019-11-21 21:42:55 +08,1209,30.40,77.30,2.15,20,"100

",,,,
2019-11-21 21:45:58 +08,1210,30.50,77.10,2.15,20,"100

",,,,
2019-11-21 21:56:11 +08,1211,30.10,77.20,2.05,4,"20

",,,,
2019-11-21 21:57:12 +08,1212,30.20,77.70,2.83,4,"20

",,,,
2019-11-21 21:58:16 +08,1213,30.20,77.30,2.15,4,"20

",,,,
2019-11-21 21:59:18 +08,1214,30.20,77.30,2.05,4,"20

",,,,
2019-11-21 22:02:21 +08,1215,30.30,77.30,2.15,4,"20

",,,,
2019-11-21 22:03:23 +08,1216,30.30,76.60,2.15,4,"20

",,,,
2019-11-21 22:07:28 +08,1217,30.30,76.90,2.05,4,"20

",,,,
2019-11-21 22:08:29 +08,1218,30.30,76.90,2.15,4,"20

",,,,
2019-11-21 22:11:33 +08,1219,30.40,77.10,2.15,4,"20

",,,,
2019-11-21 22:17:44 +08,1220,30.40,76.40,2.15,4,"20

",,,,
2019-11-21 22:19:46 +08,1221,30.30,76.40,2.15,4,"20

",,,,
2019-11-21 22:20:47 +08,1222,30.30,76.70,2.15,4,"20

",,,,
2019-11-21 22:21:49 +08,1223,30.30,76.80,2.15,4,"20

",,,,
2019-11-21 22:23:51 +08,1224,30.30,77.00,2.15,4,"20

",,,,
2019-11-21 22:25:58 +08,1225,30.40,77.20,2.15,4,"20

",,,,
2019-11-21 22:28:01 +08,1226,30.40,77.20,2.15,4,"20

",,,,
2019-11-21 22:29:02 +08,1227,30.40,77.20,2.15,4,"20

",,,,
2019-11-21 22:30:03 +08,1228,30.40,77.20,2.15,4,"20

",,,,
2019-11-21 22:34:08 +08,1229,30.30,77.40,2.05,4,"20

",,,,
2019-11-21 22:35:13 +08,1230,30.40,77.50,2.05,4,"20

",,,,
2019-11-21 22:37:18 +08,1231,30.40,77.70,2.15,4,"20

",,,,
2019-11-21 22:38:19 +08,1232,30.40,77.70,2.15,4,"20

",,,,
2019-11-21 22:39:21 +08,1233,30.40,77.70,2.05,4,"20

",,,,
2019-11-21 22:41:26 +08,1234,30.40,77.90,2.05,4,"20

",,,,
2019-11-21 22:42:28 +08,1235,30.40,78.00,2.05,4,"20

",,,,
2019-11-21 22:45:34 +08,1236,30.40,77.70,2.15,4,"20

",,,,
2019-11-21 22:47:36 +08,1237,30.30,77.80,2.05,4,"20

",,,,
2019-11-21 22:50:40 +08,1238,30.20,78.40,2.15,4,"20

",,,,
2019-11-21 22:51:41 +08,1239,30.20,78.40,2.05,4,"20

",,,,
2019-11-21 22:52:43 +08,1240,30.20,78.30,2.15,4,"20

",,,,
2019-11-21 22:53:44 +08,1241,30.20,78.30,2.05,7,"30

",,,,
2019-11-21 22:56:48 +08,1242,30.30,78.50,2.15,7,"30

",,,,
2019-11-21 22:57:49 +08,1243,30.30,78.50,2.15,7,"30

",,,,
2019-11-21 22:59:19 +08,1244,30.30,76.90,2.15,6,"30

",,,,
2019-11-21 23:00:21 +08,1245,30.30,78.50,2.15,6,"30

",,,,
2019-11-21 23:01:22 +08,1246,30.40,78.70,2.15,6,"30

",,,,
2019-11-21 23:02:23 +08,1247,30.40,78.60,2.15,6,"30

",,,,
2019-11-21 23:03:25 +08,1248,30.40,78.60,2.05,6,"30

",,,,
2019-11-21 23:05:27 +08,1249,30.40,78.60,2.15,21,"100

",,,,
2019-11-21 23:06:28 +08,1250,30.40,78.50,2.15,10,"50

",,,,
2019-11-21 23:07:30 +08,1251,30.40,78.60,2.15,10,"50

",,,,
2019-11-21 23:08:31 +08,1252,30.40,78.80,2.83,10,"50

",,,,
2019-11-21 23:10:33 +08,1253,30.40,78.70,2.15,10,"50

",,,,
2019-11-21 23:12:36 +08,1254,30.30,78.80,2.15,10,"50

",,,,
2019-11-21 23:13:38 +08,1255,30.30,78.90,2.15,10,"50

",,,,
2019-11-21 23:14:43 +08,1256,30.30,79.00,2.15,10,"50

",,,,
2019-11-21 23:15:45 +08,1257,30.40,79.10,2.05,10,"50

",,,,
2019-11-21 23:16:46 +08,1258,30.40,78.90,2.15,10,"50

",,,,
2019-11-21 23:17:47 +08,1259,30.30,78.20,2.15,10,"50

",,,,
2019-11-21 23:18:49 +08,1260,30.30,78.30,2.83,10,"50

",,,,
2019-11-21 23:19:50 +08,1261,30.20,78.50,2.15,10,"50

",,,,
2019-11-21 23:20:52 +08,1262,30.20,78.70,2.05,10,"50

",,,,
2019-11-21 23:21:53 +08,1263,30.20,78.80,2.05,10,"50

",,,,
2019-11-21 23:22:54 +08,1264,30.20,78.90,2.15,10,"50

",,,,
2019-11-21 23:23:56 +08,1265,30.20,79.00,2.05,10,"50

",,,,
2019-11-21 23:24:57 +08,1266,30.20,78.80,2.15,10,"50

",,,,
2019-11-21 23:25:58 +08,1267,30.20,78.60,2.05,10,"50

",,,,
2019-11-21 23:27:00 +08,1268,30.20,78.70,2.83,10,"50

",,,,
2019-11-21 23:28:42 +08,1269,30.10,77.40,2.15,15,"70

",,,,
2019-11-21 23:31:46 +08,1270,30.10,79.40,2.05,15,"70

",,,,
2019-11-21 23:32:47 +08,1271,30.10,79.60,2.15,15,"70

",,,,
2019-11-21 23:33:52 +08,1272,30.10,79.80,2.93,15,"70

",,,,
2019-11-21 23:36:55 +08,1273,30.10,79.60,2.15,15,"70

",,,,
2019-11-21 23:44:09 +08,1274,30.10,79.10,2.15,15,"70

",,,,
2019-11-21 23:47:13 +08,1275,30.10,79.20,2.83,15,"70

",,,,
2019-11-21 23:50:17 +08,1276,30.10,79.60,2.15,15,"70

",,,,
2019-11-21 23:51:18 +08,1277,30.10,79.70,2.15,15,"70

",,,,
2019-11-21 23:53:20 +08,1278,30.20,79.60,2.15,15,"70

",,,,
2019-11-21 23:55:23 +08,1279,30.20,79.70,2.15,15,"70

",,,,
2019-11-22 00:01:36 +08,1280,30.30,79.30,2.15,15,"70

",,,,
2019-11-22 00:02:37 +08,1281,30.30,79.10,2.15,15,"70

",,,,
2019-11-22 00:03:38 +08,1282,30.30,79.50,2.15,15,"70

",,,,
2019-11-22 00:06:42 +08,1283,30.20,79.90,2.15,15,"70

",,,,
2019-11-22 00:08:45 +08,1284,30.30,80.00,2.15,15,"70

",,,,
2019-11-22 00:11:56 +08,1285,30.30,80.60,2.15,15,"70

",,,,
2019-11-22 00:12:57 +08,1286,30.30,80.80,2.15,15,"70

",,,,
2019-11-22 00:16:03 +08,1287,30.30,80.90,2.15,15,"70

",,,,
2019-11-22 00:17:04 +08,1288,30.30,80.90,2.15,15,"70

",,,,
2019-11-22 00:19:10 +08,1289,30.40,80.90,2.15,15,"70

",,,,
2019-11-22 00:21:17 +08,1290,30.40,80.80,2.15,15,"70

",,,,
2019-11-22 00:23:19 +08,1291,30.40,80.80,2.15,15,"70

",,,,
2019-11-22 00:25:22 +08,1292,30.40,80.70,2.15,15,"70

",,,,
2019-11-22 00:34:52 +08,1293,30.40,81.10,2.15,15,"70

",,,,
2019-11-22 00:37:57 +08,1294,30.40,80.90,2.83,15,"70

",,,,
2019-11-22 00:44:07 +08,1295,30.40,81.00,2.15,15,"70

",,,,
2019-11-22 00:55:35 +08,1296,30.40,81.10,2.15,15,"70

",,,,
2019-11-22 00:59:45 +08,1297,30.40,81.20,2.15,15,"70

",,,,
2019-11-22 01:03:52 +08,1298,30.40,81.30,2.15,15,"70

",,,,
2019-11-22 01:07:57 +08,1299,30.40,81.30,2.15,15,"70

",,,,
2019-11-22 01:11:02 +08,1300,30.40,81.20,2.15,15,"70

",,,,
2019-11-22 01:13:04 +08,1301,30.40,81.30,2.15,15,"70

",,,,
2019-11-22 01:26:30 +08,1302,30.40,81.80,2.15,15,"70

",,,,
2019-11-22 01:27:31 +08,1303,30.40,81.80,2.15,15,"70

",,,,
2019-11-22 01:28:36 +08,1304,30.40,81.80,2.15,15,"70

",,,,
2019-11-22 01:29:40 +08,1305,30.40,81.80,2.93,15,"70

",,,,
2019-11-22 01:31:43 +08,1306,30.30,81.70,2.15,15,"70

",,,,
2019-11-22 01:32:44 +08,1307,30.40,81.90,2.15,15,"70

",,,,
2019-11-22 01:33:46 +08,1308,30.30,81.70,2.15,15,"70

",,,,
2019-11-22 01:35:54 +08,1309,30.30,81.70,2.15,15,"70

",,,,
2019-11-22 01:41:04 +08,1310,30.30,81.40,2.15,15,"70

",,,,
2019-11-22 01:44:12 +08,1311,30.30,81.40,2.15,15,"70

",,,,
2019-11-22 01:46:19 +08,1312,30.30,81.50,2.15,15,"70

",,,,
2019-11-22 01:52:35 +08,1313,30.30,81.60,2.93,15,"70

",,,,
2019-11-22 01:55:43 +08,1314,30.30,81.60,2.15,15,"70

",,,,
2019-11-22 01:58:55 +08,1315,30.30,81.50,2.15,15,"70

",,,,
2019-11-22 02:00:58 +08,1316,30.30,81.50,2.15,15,"70

",,,,
2019-11-22 02:03:04 +08,1317,30.30,81.50,2.15,15,"70

",,,,
2019-11-22 02:07:12 +08,1318,30.30,81.40,2.15,15,"70

",,,,
2019-11-22 02:08:14 +08,1319,30.30,81.50,2.15,15,"70

",,,,
2019-11-22 02:11:19 +08,1320,30.30,81.70,2.15,15,"70

",,,,
2019-11-22 02:12:21 +08,1321,30.30,81.80,2.15,15,"70

",,,,
2019-11-22 02:13:22 +08,1322,30.30,81.80,2.15,15,"70

",,,,
2019-11-22 02:14:24 +08,1323,30.20,81.80,2.15,15,"70

",,,,
2019-11-22 02:16:29 +08,1324,30.20,81.90,2.15,15,"70

",,,,
2019-11-22 02:17:28 +08,1325,30.30,82.00,2.15,15,"70

",,,,
2019-11-22 02:20:39 +08,1326,30.30,81.90,2.93,15,"70

",,,,
2019-11-22 02:21:40 +08,1327,30.30,81.90,2.15,15,"70

",,,,
2019-11-22 02:22:41 +08,1328,30.30,81.90,2.15,15,"70

",,,,
2019-11-22 02:25:45 +08,1329,30.30,81.90,2.15,15,"70

",,,,
2019-11-22 02:26:46 +08,1330,30.30,81.90,2.15,15,"70

",,,,
2019-11-22 02:27:48 +08,1331,30.30,81.90,2.15,15,"70

",,,,
2019-11-22 02:28:52 +08,1332,30.20,81.80,2.15,15,"70

",,,,
2019-11-22 02:29:53 +08,1333,30.30,81.90,2.15,15,"70

",,,,
2019-11-22 02:30:54 +08,1334,30.30,81.90,2.15,15,"70

",,,,
2019-11-22 02:31:56 +08,1335,30.30,81.90,2.83,15,"70

",,,,
2019-11-22 02:33:58 +08,1336,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 02:34:59 +08,1337,30.30,81.70,2.15,15,"70

",,,,
2019-11-22 02:36:01 +08,1338,30.30,81.70,2.15,15,"70

",,,,
2019-11-22 02:39:04 +08,1339,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 02:40:06 +08,1340,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 02:41:07 +08,1341,30.20,81.60,2.15,15,"70

",,,,
2019-11-22 02:43:09 +08,1342,30.20,81.60,2.15,15,"70

",,,,
2019-11-22 02:44:11 +08,1343,30.20,81.60,2.15,15,"70

",,,,
2019-11-22 02:45:12 +08,1344,30.20,81.60,2.15,15,"70

",,,,
2019-11-22 02:47:14 +08,1345,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 02:49:17 +08,1346,30.20,81.80,2.15,15,"70

",,,,
2019-11-22 02:51:19 +08,1347,30.20,81.80,2.15,15,"70

",,,,
2019-11-22 02:52:21 +08,1348,30.20,81.90,2.15,15,"70

",,,,
2019-11-22 02:53:22 +08,1349,30.20,81.80,2.15,15,"70

",,,,
2019-11-22 03:00:31 +08,1350,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 03:02:33 +08,1351,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 03:04:36 +08,1352,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 03:05:37 +08,1353,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 03:06:38 +08,1354,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 03:07:40 +08,1355,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 03:10:43 +08,1356,30.20,81.70,2.15,15,"70

",,,,
2019-11-22 03:11:45 +08,1357,30.20,81.60,2.15,15,"70

",,,,
2019-11-22 03:13:47 +08,1358,30.10,81.60,2.15,15,"70

",,,,
2019-11-22 03:14:48 +08,1359,30.10,81.60,2.15,15,"70

",,,,
2019-11-22 03:18:53 +08,1360,30.10,81.60,2.15,15,"70

",,,,
2019-11-22 03:19:55 +08,1361,30.10,81.70,2.15,15,"70

",,,,
2019-11-22 03:21:58 +08,1362,30.10,81.70,2.15,15,"70

",,,,
2019-11-22 03:23:00 +08,1363,30.10,81.70,2.15,15,"70

",,,,
2019-11-22 03:25:02 +08,1364,30.10,81.80,2.15,15,"70

",,,,
2019-11-22 03:28:06 +08,1365,30.10,81.80,2.15,15,"70

",,,,
2019-11-22 03:29:10 +08,1366,30.10,81.80,2.15,15,"70

",,,,
2019-11-22 03:32:13 +08,1367,30.10,81.90,2.15,15,"70

",,,,
2019-11-22 03:33:15 +08,1368,30.10,81.90,2.15,15,"70

",,,,
2019-11-22 03:35:17 +08,1369,30.10,81.90,2.15,15,"70

",,,,
2019-11-22 03:36:21 +08,1370,30.10,81.90,2.15,15,"70

",,,,
2019-11-22 03:40:29 +08,1371,30.10,82.00,2.15,15,"70

",,,,
2019-11-22 03:42:32 +08,1372,30.10,82.10,2.15,15,"70

",,,,
2019-11-22 03:43:33 +08,1373,30.10,82.20,2.93,15,"70

",,,,
2019-11-22 03:44:35 +08,1374,30.10,82.20,2.15,15,"70

",,,,
2019-11-22 03:45:36 +08,1375,30.10,82.30,2.15,15,"70

",,,,
2019-11-22 03:46:37 +08,1376,30.10,82.30,2.15,15,"70

",,,,
2019-11-22 03:48:43 +08,1377,30.10,82.30,2.15,15,"70

",,,,
2019-11-22 03:49:44 +08,1378,30.10,82.20,2.15,15,"70

",,,,
2019-11-22 03:50:46 +08,1379,30.10,82.20,2.15,15,"70

",,,,
2019-11-22 03:52:48 +08,1380,30.10,82.20,2.15,15,"70

",,,,
2019-11-22 03:53:49 +08,1381,30.10,82.10,2.15,15,"70

",,,,
2019-11-22 03:54:51 +08,1382,30.10,82.10,2.15,15,"70

",,,,
2019-11-22 03:56:53 +08,1383,30.10,82.10,2.15,15,"70

",,,,
2019-11-22 03:57:54 +08,1384,30.10,82.10,2.15,15,"70

",,,,
